Billing	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario							
1491	36942	374716	hai, morning. Im yuni. I want to pay online my bill. anyhow, i had click the button pay now but it seems nothing happen. so how?	1476925925	16057	0	26	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1491	36949	374723	but i didnt see any pop up at my screen	1476926101	16057	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	HowEnablePopOut							
1503	37308	375752	i alredy click pay now	1476945225	16102	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
1503	37309	375753	nothing happen	1476945233	16102	0	2	English	Billing	Make Payment - Selfcare	None	None	None	False	None							
1506	37375	376017	AFTERNOON<NL>DIFFICULT TO PAY ONLINE CANNOT CLICK PAY NOW	1476947963	16114	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1518	37626	377043	Why cannot pay bill	1477014513	16154	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1520	37672	377943	why i cannot click the "Pay Now" button.?	1477034002	16189	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1526	37806	378400	as i am 1 of the SA , so the old link for login to the Ewallet does not respsonce, so wonder what is the new link for access Ewallet ?	1477042711	16209	0	31	English	Billing	Payment Type	Billing	BillingTroubleShooting	Procedure	False	BillingTroubleShootingOthers							
1529	37867	378490	Why I unable to pay my bill now	1477046112	16214	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
1530	37879	378503	Auto debit problem	1477049939	16215	0	3	English	Billing	Auto Debit Application	Billing	AutoDebit	Procedure	False	AutoDebitOthers							
1539	38150	379321	why i can't pay my redone bill online?	1477114622	16249	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1542	38234	379498	why can't pay bill?	1477117884	16254	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1546	38376	380208	Why i can't pay my bill?i'm click pay now but nothing happen	1477135801	16275	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1550	38493	380718	Hi RedONE Team,<NL><NL>Why nothing happen when I click Pay Now?	1477192382	16294	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1551	38503	380744	Hi, I tried to pay my phone bill and I pressed pay now , nothing seems to appear	1477193207	16295	0	18	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1568	38959	381541	hello..may i know, why i cant pay bill via online?<NL>im using visa	1477210696	16325	0	12	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1571	39093	381708	i was now in red 1 web, how to do the payment? when i press "pay Now" but no respon.	1477215186	16331	0	20	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1572	39106	381784	why cant pay	1477219021	16334	0	3	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1605	39955	387119	I want to pay online but fail after click "Pay Now"	1477452473	16541	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1607	40028	387185	unable to do online payment	1477453286	16545	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1614	40292	387761	i cant pay online by table tab n mobil handphone	1477462100	16562	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1614	40296	387765	i cant pay online payment by using mobil handphone or table tab why?	1477462192	16562	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1630	40768	390398	why after i click Pay but the screen revert back the same as before	1477552071	16671	0	14	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1632	40808	390533	I want to pay but i clik pay now cannot functioning	1477554985	16679	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1633	40818	390716	Why it revert back to the earlier screen after i click Pay Now?	1477558593	16689	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1634	40836	390799	after click pay now, how come nothing pop up for payment detail?	1477559554	16691	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1657	41454	393844	but this web pay now not link to payment	1477650318	16814	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1659	41522	393918	WHY CAN'T ONLINE PAY ?	1477652892	16818	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
1661	41575	394205	GOOD MORNING, Y I CANNOT DOWNLOAD MY BILL AND MAKE PAYMENT?	1477696203	16825	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
1662	41614	394283	i cannot download my bill and make payment since i already enable the pop just now	1477698142	16826	0	16	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	StillNotWorking							
1662	41621	394300	when i click download and pay, it comes out with no result found	1477698344	16826	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	NoResultFound							
1663	41638	394328	i tried to click 'pay now' but nothing happened. how can i pay now	1477700414	16828	0	14	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1663	41649	394339	i opened up redone website using my laptop but when i click on pay now ,nothing happened.	1477700637	16828	0	17	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1668	41762	394785	try to pay bill for oct	1477716982	16851	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1668	41775	394815	i try to pay but cant do it	1477717384	16851	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1670	41838	395160	hi, i want to make payment. when i click at pay now , the screen did show any different.	1477728424	16866	0	19	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1680	42081	396389	why i can't make payment?	1477809408	16919	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1718	43147	398883	Payment issue	1477889702	17029	0	2	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1718	43152	398904	while I press now, there's nothing pop out ?	1477889837	17029	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1734	43438	400773	cant pay online now	1477916682	17121	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1763	44138	403985	i WANT TO MAKE ONLINE PAYMENT, WHY I CLICK THE 'PAY NOW' IS NOT RESPONSE	1477973429	17268	0	15	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1774	44409	404858	trying to pay but invalid	1477980275	17327	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1785	44661	406983	why no payment gateway on d screen?	1477990379	17404	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1785	44673	407012	no, the PAy Now button is not directing me to the payment gateway	1477990626	17404	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1802	45117	408361	i try to make payment but seem it was not allow when I clik the pay now button	1478043767	17475	0	18	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
1814	45465	409361	I tried to click on the download and pay bill tab and the page went to login page	1478054173	17506	0	18	English	Billing	Increase credit limit	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1826	45800	410334	because i am facing with pay bill problem right now	1478062375	17559	0	10	English	Billing	Billing Details	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1829	45929	411315	I want made payment for my bill on line but when i clik pay now cannot go thru why?	1478068973	17598	0	19	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1837	46142	411842	hello i cannot proceed to pay the bills	1478072874	17621	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1837	46147	411855	Im at the download & pay bill section. when i clicked the pay now button it just refreshed the same page	1478072942	17621	0	21	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1838	46158	412024	WHY I CANNOT DOWNLOAD 1 NOV 16 BILL	1478074449	17629	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1838	46174	412133	EVERY MONTH I CAN DOWNLOAD THE BILL. iS IT BECAUSE THE BILL IS NOT FINALIZE YET SINCE NOW IS 2 NOV	1478075088	17629	0	21	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	True	CannotPayBill							
1838	46177	412156	So why this month i cannot download	1478075223	17629	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
1859	46780	414348	hi....why i cant pay bill online. i just click "pay now" and that not anything happen	1478139127	17726	0	16	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1860	46795	414406	why cannot pay bill online	1478139697	17728	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1861	46807	414486	I clik credit card, why it keeps directing to maybank	1478140433	17734	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	BillingTroubleShootingOthers							
1877	47170	416040	but i cant click pay now button	1478156081	17805	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1877	47182	416073	CAN YOU ASSIST ME ON HOW TO DO POP UP BLOCKER	1478156410	17805	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	HowEnablePopOut							
1887	47510	417899	i got problem.<NL>credit card payment = error	1478215369	17887	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	BillingTroubleShootingOthers							
1895	47685	418202	Hi, i cannot pay the bill by online. What should i do?	1478223530	17904	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1896	47697	418378	why i cannot pay bill thru website?	1478224986	17912	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1904	47854	418911	why con't pay online??<NL>I already pick PAY NOW but con't..	1478230842	17939	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1917	48160	420362	MAY I KNOW ANY PROBLEM ON YR ONLINE PAYMENT Y I CANT PROCESS WITH THE CR CARD PAYMENT	1478248659	18009	0	18	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	BillingTroubleShootingOthers							
1919	48224	420530	why i can't log in for pay now?	1478250758	18018	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
1938	48670	423166	Hi. When I click Pay Now on your website to pay for my data 8 plan, nothing come out. May I know whether if I have missed any step?	1478346642	18136	0	28	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	True	CannotPayBill							
1954	48988	425838	I WANT TO PAY MY BILL, BUT PAY NOW IS NOT WORKING. HELP	1478497131	18269	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1954	48989	425848	i WANT OT PAY NOW, BUT IT IS NOT WORKING	1478497216	18269	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1954	48990	425855	i WANT TO PAY noW BUT IT IS NOT WORKING	1478497270	18269	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1954	48994	425863	PAY NOW IS NOT WORKING HELP. i AM	1478497339	18269	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1955	49004	425878	I want to make payment, why can't?	1478497456	18273	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
1955	49005	425887	why can't make payment online?	1478497606	18273	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1955	49010	425904	am trying to make payment online, but cannot	1478497757	18273	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
1958	49078	426104	Hihi.. i have unlocked d pop up in d internet setting.. y stil can.t download n pay bill ?	1478500093	18283	0	19	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1967	49286	427967	hi, just want to know why i cannot make payment trough on line	1478571163	18363	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1971	49405	429088	Why i cannot pay using paynow option?	1478587339	18410	0	7	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1979	49544	430386	Why I can't pay online through self-care login?	1478650050	18463	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
1983	49621	430465	why cannot make payment with online?	1478651697	18468	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2019	50596	436969	i cant downloadbill	1478918253	18725	0	3	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2029	50977	438244	Hello..sorry disturbing...why i click for payment,but didnt react anything??	1478992131	18773	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2030	51016	438296	why cant make payment?	1478993822	18775	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2036	51197	438684	ya I click already but also can't payment	1479003494	18791	0	8	English	Billing	Payment Type	Billing	BillingTroubleShooting	Procedure	False	StillNotWorking							
2043	51411	439317	HI.. 01155028860 <NL>NEED TO PAY NOVMEBER BIL BUT BUTTON MAYBANK IN ACTIVE	1479018392	18819	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	BillingTroubleShootingOthers							
2043	51416	439338	CANT PAY NOV BILL	1479018599	18819	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2044	51435	439435	i want to pay my bill over the net but it does not seem to work when i click download n pay bill	1479020866	18823	0	23	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2049	51635	441128	good morning. why i cannot pay the bill by my credit card online?	1479092876	18910	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2056	51864	441407	hi, why i can't redirect to pay my bill?	1479096666	18923	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2059	51927	441636	cannot pay online	1479099242	18931	0	3	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2072	52229	442597	I click pay now but did not appear anything..so how i can pay thru on 9 ?	1479111623	18980	0	15	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2072	52233	442641	i'm fadhilah binti ideris.. i want to make a payment for my bil 0138313770. but once i click 'pay now' the screen did not change anything..	1479111819	18980	0	26	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2076	52311	442842	payment problem	1479114138	18989	0	2	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2078	52351	442983	payment problem	1479116809	18997	0	2	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2080	52400	443605	HI, i want to pay bill via selfcare. but i cannot click pay now.	1479167721	19025	0	14	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2081	52413	443629	Cannot to pay now,why	1479168181	19026	0	4	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2082	52430	443782	why i press pay now but cannot pay bill?	1479170440	19033	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2086	52501	443890	Hi, may i know why i unable to pay my bill through online?	1479171723	19039	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2089	52621	444107	i use online pay bill why no function,cant download n pay bill	1479173667	19050	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	WhyCannotPayBill							
2097	52798	445939	ONCE I CLICK PAY NOW NOTING APPEARS ON THE SCREEN	1479188372	19132	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2098	52815	445945	hello, can't the bill pay by online transfer?	1479188438	19133	0	8	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	True	HowPay							
2100	52853	446229	when i clik the pay Now but noting happen !	1479191509	19143	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2100	52858	446234	i want to pay on line, but when i clik the Pay Now but nothing happen.	1479191710	19143	0	16	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2104	52928	446544	i press the pay now then nothing come out	1479194634	19158	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2110	53233	447667	the issue here is iPay 88 when click payment mode, it direct to my bank website and prompt for my bank login and password, instead of processing the payment	1479202370	19191	0	28	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	BillingTroubleShootingOthers							
2112	53271	447559	why i cannot make payment?	1479201447	19193	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2114	53338	447806	why I click pay now, it remain at the same page instead of direct me to the payment page ?	1479204084	19205	0	20	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2129	53777	449543	why i cannot make payment	1479264639	19287	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2129	53781	449551	i click pay now. it does not work	1479264671	19287	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	CannotPayBill							
2144	54235	451173	when i click on pay now... Nothing appear	1479280425	19359	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2146	54275	451244	I want to pay my bill... When I click on the pay now.. Nothing appear	1479281615	19363	0	15	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2148	54330	451311	i try to pay bill	1479282063	19368	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	CannotPayBill							
2148	54331	451312	when i click pay now page does not move	1479282076	19368	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2148	54344	451344	because i click pay now and the page does not move dear	1479282248	19368	0	12	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	CannotPayBill							
2158	54554	452210	i cannot pay the bill after i pressed "pay now"	1479301122	19409	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2158	54560	452217	i just cant pay the bill and my sim is barred	1479301290	19409	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2158	54563	452221	there is nothing change after i clicked pay now	1479301512	19409	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2174	54936	453088	Why I can not pay my bil at online?	1479356017	19448	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2185	55185	456404	UNABLE TO ONLINE PAYMENT , PLS HELP	1479526495	19598	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2186	55198	456512	hi i had paid my bill amount RM 66.63 but i forgot to click continue with transaction, can u help? tq	1479530741	19605	0	21	English	Billing	Payment Status	Billing	BillingTroubleShooting	Procedure	False	BillingTroubleShootingOthers							
2191	55310	456966	cannot pay bill<NL>i enter amount <NL>then<NL>Transaction Failed. <NL>Overlimit per transaction	1479543740	19624	0	10	English	Billing	Payment Channel	Billing	BillingTroubleShooting	None	False	CannotPayBill							
2195	55480	457490	but when I cyclical pay now, there is no response	1479559510	19645	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2213	55916	460094	i hv login to redone, but when I click on pay now....it is not work	1479714409	19757	0	15	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2214	55931	460369	I can't make payment online.	1479720444	19771	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2227	56353	461792	hello<NL>may i know why i cant proceed with the online payment procedure through selfcare? it stucks just after i click "Pay Now" option.	1479800287	19833	0	23	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2236	56573	462858	what the fuck.( pay now) cannot work	1479858019	19877	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2236	56577	462862	can't do the payment. not even a single time.	1479858128	19877	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	CannotPayBill							
2237	56594	462872	I want to pay my bill online, but when i click at Pay Now link, nothing happened..	1479858433	19878	0	17	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2241	56691	463209	yup.. but when i click pay now .nothing happen on here..	1479867849	19894	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2247	56824	463750	can't do my payment	1479877674	19914	0	4	English	Billing	Payment Status	Billing	BillingTroubleShooting	None	False	CannotPayBill							
2257	57053	464998	good morning...i wonder why i can't directly connected to payment window when i click 'pay now' button. thank you	1479946848	19975	0	19	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2274	57498	467849	Why can't I use the Pay Now button/link?	1480036694	20088	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2282	57761	468747	How to unblock pop up box to make payment in ipad	1480056952	20134	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	HowEnablePopOut							
2282	57771	468824	Through safari	1480057326	20134	0	2	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	None							
2282	57773	468872	I tried firebox also cannot	1480057617	20134	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	None	False	None							
2293	58046	469927	but already clik pay now and can not pay	1480121734	20172	0	9	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2314	58636	472704	Want to pay, Pop up blocked, how to release pop up	1480228852	20292	0	11	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	HowEnablePopOut							
2314	58641	472716	I want to make payment, but blocked by pop up, how to do,?	1480228967	20292	0	13	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	HowEnablePopOut							
2314	58644	472721	How to enable in mobile?	1480229035	20292	0	5	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	HowEnablePopOut							
2316	58688	472881	Why I cannot see my e wallet balance in the self care?	1480231920	20298	0	12	English	Billing	Other billing errors	Billing	BillingTroubleShooting	Reason	False	BillingTroubleShootingOthers							
2317	58707	473252	i want to pay my bill now thru online. I clicked on the pay now icon, but it did not direct me to the payment page. What should i do?	1480238819	20311	0	30	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2321	58849	473732	nothing happen when i click the Pay button. Pls advice	1480288964	20333	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2323	58890	473798	Hello, y I can't pay my bill and keep asking for auto debit	1480291318	20337	0	13	English	Billing	Payment Channel	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2327	58977	474111	Hai... yesterday I want to make payment... but they said its reject... can I know why	1480297651	20352	0	16	English	Billing	Payment Channel	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2329	59036	474371	i just click on the pay bill column	1480302021	20361	0	8	English	Billing	Billing Details	None	None	Procedure	False	None							
2335	59184	475123	I HAVE TO PAY BILL...WHY CAN'T ??	1480309832	20391	0	7	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2335	59192	475135	YA...I SELECT THE PAY NOW...BUT NOT ANY RESPONSE	1480310070	20391	0	8	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	CannotPayBill							
2335	59193	475138	ALWAY I USE MAYBANK 2 U , BUT ALSO CANNNOT USE...	1480310116	20391	0	10	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	BillingTroubleShootingOthers							
2337	59228	475232	Why cannot pay bill by online?	1480311497	20397	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
2351	59678	476460	I accessed follows URL:<NL>https://login.redone.com.my/selfcare/E-Bill.aspx<NL>but can not found "Pay Now" link.<NL><NL>only wrote "Sign-Up for Auto Debit, and receive an additional 2 % discount on your total redONE bill from now until Feb’ 2017 "<NL><NL>Today I went to 3 redOne Shops at near my home,<NL>but all shop closed.	1480330303	20449	0	43	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Procedure	False	None							
2351	59682	476507	Only wrote follows:<NL>--------------------------<NL>Sign-Up for Auto Debit, and receive an additional 2 % discount on your total redONE bill from now until Feb’ 2017 <NL>Download the Auto Debit Form<NL><NL>No Result Found!<NL>--------------------------<NL><NL><NL><NL>I CAN NOT VIEW "PAY NOW" link!!!	1480331253	20449	0	33	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Procedure	False	CannotPayBill							
2360	59924	477513	Why cannot make payment by phone while click the button pay now and no any respone? What problem?thx	1480388491	20496	0	18	English	Billing	Make Payment - Selfcare	Billing	BillingTroubleShooting	Reason	False	WhyCannotPayBill							
